NSM,WeekStatus,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
33120,1,21.76,31.1333333333333,437.333333333333,1029.66666666667,0.005021010890214,1
33060,1,21.79,31,437.333333333333,1000,0.005008581274802,1
33000,1,21.7675,31.1225,434,1003.75,0.005021569132654,1
32940,1,21.7675,31.1225,439,1009.5,0.005021569132654,1
32881,1,21.79,31.1333333333333,437.333333333333,1005.66666666667,0.005030297778679,1
32820,1,21.76,31.26,437.333333333333,1014.33333333333,0.005041604565303,1
32760,1,21.79,31.1975,434,1018.5,0.005040749382352,1
32700,1,21.79,31.3933333333333,437.333333333333,1018.66666666667,0.005072649288293,1
32641,1,21.79,31.3175,434,1022,0.005060296173686,1
32580,1,21.79,31.4633333333333,437.333333333333,1027.33333333333,0.005084052595317,1
32521,1,21.79,31.525,437.75,1047.75,0.005094098709413,1
32461,1,21.79,31.575,441.75,1049,0.005102244443631,1
32400,1,21.79,31.395,442,1061.5,0.005072920790783,1
32340,1,21.79,31.3925,441.75,1049,0.005072513537136,1
32280,1,21.79,31.5,441.5,1048,0.00509002592166,1
32220,1,21.815,31.5,438,1049.25,0.005097869358728,1
32160,1,21.815,31.4725,449.5,1051.25,0.005093382393801,1
32101,1,21.89,31.6,449.5,1060.5,0.005137856683972,1
32040,1,21.79,31.55,449.5,1059.5,0.00509817155007,1
31980,1,21.8233333333333,31.73,447.666666666667,1072,0.005138035489523,1
31920,1,21.865,31.7225,449.5,1072.33333333333,0.005150007122985,1
31861,1,21.89,31.745,449.5,1075.33333333333,0.005161627932878,1
31800,1,21.89,31.7675,449.5,1087,0.005165316736461,1
31741,1,21.89,31.7675,437.75,1083.25,0.005165316736461,1
31681,1,21.89,31.79,442.666666666667,1086.33333333333,0.005169005583439,1
31620,1,21.89,31.79,437.333333333333,1091,0.005169005583439,1
31560,1,21.89,31.89,439,1100,0.005185400983919,1
31500,1,21.89,31.89,444,1101,0.005185400983919,1
31440,1,21.89,31.865,444,1107,0.005181302053436,1
31381,1,21.89,31.79,444,1110,0.005169005583439,1
31321,1,21.89,31.865,444,1101.75,0.005181302053436,1
31260,1,21.89,31.73,444,1100,0.005159168754596,1
31200,1,21.89,31.7225,444,1092.75,0.005157939172687,1
31140,1,21.89,31.7,444,1092.5,0.005154250455888,1
31080,1,21.89,31.695,436.5,1094,0.005153430746936,1
31020,1,21.89,31.5666666666667,434,1085.66666666667,0.005132392283791,1
30961,1,21.89,31.55,436.5,1047,0.005129660119409,0
30901,1,21.89,31.36,434,1031,0.005098515127977,0
30840,1,21.89,31.125,432.75,977.5,0.005059997970204,0
30780,1,21.89,31.15,436.5,961.25,0.005064095315274,1
30720,1,21.89,31.0633333333333,434,948,0.005049891414628,1
30660,1,21.89,30.77,429,913.25,0.005001821448293,1
30601,1,21.89,30.7675,432.75,882.5,0.005001411792754,1
30541,1,21.89,30.945,429,884.5,0.005030498666282,1
30480,1,21.89,30.7925,429,899,0.005005508372229,1
30420,1,21.89,30.77,432.75,888.25,0.005001821448293,1
30360,1,21.89,30.795,436.5,878.5,0.005005918033121,1
30300,1,21.89,30.8175,429,891.25,0.005009605005235,1
30240,1,21.89,30.65,436.5,896.5,0.004982158586242,1
30181,1,21.89,30.7475,429,889.5,0.004998134567716,1
30120,1,21.89,30.7633333333333,429,887.333333333333,0.005000729034713,1
30060,1,21.89,30.77,429,893.5,0.005001821448293,1
30000,1,21.89,30.445,429,832.5,0.004948570716403,1
29941,1,21.89,30.5666666666667,429,829,0.0049685045465,1
29880,1,21.89,30.5,429,829.25,0.004957581742882,1
29821,1,21.89,30.575,429,850.5,0.004969869923712,1
29761,1,21.89,30.6,429,844,0.004973966091032,1
29700,1,21.89,30.55,429,840.25,0.004965773809915,1
29640,1,21.865,30.55,429,823.75,0.004958139614759,1
29580,1,21.89,30.6,429,824,0.004973966091032,1
29520,1,21.89,30.34,429,813,0.004931368566924,1
29460,1,21.89,30.3566666666667,429,802,0.004934099003814,1
29401,1,21.865,30.3925,429,810.75,0.004932375311145,1
29340,1,21.89,30.3566666666667,429,805.333333333333,0.004934099003814,1
29280,1,21.89,30.315,429,796.5,0.004927272956183,1
29220,1,21.89,30.2,429,795,0.004908433835981,1
29161,1,21.89,30.34,429,793.5,0.004931368566924,1
29100,1,21.89,30.295,429,790.5,0.004923996506118,1
29041,1,21.89,30.29,429,786.5,0.004923177398953,1
28981,1,21.89,30.39,429,794.333333333333,0.004939559948944,1
28920,1,21.89,30.365,429,795.5,0.004935464231178,1
28860,1,21.89,30.4266666666667,414,792.666666666667,0.00494556709847,1
28800,1,21.89,30.73,424,798,0.004995267023911,1
28740,1,21.89,30.4175,429,795.5,0.004944065300297,1
28681,1,21.89,30.39,429,797.75,0.004939559948944,1
28621,1,21.89,30.39,429,798,0.004939559948944,1
28560,1,21.89,30.445,429,802,0.004948570716403,1
28500,1,21.89,30.3566666666667,421.5,797.5,0.004934099003814,1
28440,1,21.89,30.3233333333333,429,791.5,0.004928638153818,1
28380,1,21.89,30.32,418.75,788.25,0.00492809207405,1
28320,1,21.89,30.39,429,792.25,0.004939559948944,1
28261,1,21.89,30.39,429,795.5,0.004939559948944,1
28201,1,21.89,30.365,429,793.5,0.004935464231178,1
28140,1,21.89,30.23,429,789.333333333333,0.00491334827992,1
28080,1,21.89,30.2,429,786,0.004908433835981,1
28020,1,21.89,30.0225,429,771.75,0.004879358285846,1
27960,1,21.89,29.96,429,760,0.004869121058086,1
27901,1,21.89,29.9175,429,756,0.004862159934193,1
27841,1,21.89,30.1,429,754,0.00489205291264,1
27780,1,21.89,30.15,416.5,759,0.004900243267302,1
27720,1,21.89,30.1333333333333,421.666666666667,756.666666666667,0.004897513125302,1
27660,1,21.89,30.47,438,764.25,0.004952666605419,1
27600,1,21.89,30.1666666666667,441,768,0.004902973433082,1
27540,1,21.89,30.075,438,770.25,0.004887957815563,1
27481,1,21.89,30.125,438,766.25,0.00489614806322,1
27420,1,21.89,30.175,438,767.75,0.004904338524889,1
27360,1,21.89,30.295,438,777,0.004923996506118,1
27300,1,21.89,30.2,441,775.333333333333,0.004908433835981,1
27241,1,21.89,30.2,436.333333333333,768,0.004908433835981,1
27180,1,21.865,30.15,438,766.75,0.004892710602542,1
27121,1,21.89,30.075,438,772.5,0.004887957815563,1
27061,1,21.89,30.0725,435.5,774.75,0.004887548308798,1
27000,1,21.89,30.03,435,766.333333333333,0.004880586775646,1
26940,1,21.89,29.9175,434.5,752,0.004862159934193,1
26880,1,21.89,30.1,430.5,754,0.00489205291264,1
26820,1,21.89,30.1,441,755,0.00489205291264,1
26760,1,21.89,30.075,431,763.25,0.004887957815563,1
26701,1,21.89,30.1975,425,769.5,0.004908024302464,1
26640,1,21.89,30.23,419,769.333333333333,0.00491334827992,1
26580,1,21.9175,30.5475,395.25,772.25,0.004973773104676,1
26520,1,21.9633333333333,30.7933333333333,426.666666666667,784.666666666667,0.005028280212789,1
26461,1,21.9725,30.2,424.75,784.25,0.004933406332936,1
26400,1,22,30.175,423.5,794.25,0.004937632060731,1
26341,1,21.945,30.245,423.5,791,0.004932466607012,1
26281,1,21.9266666666667,30.29,426.666666666667,791.333333333333,0.004934296031055,1
26220,1,21.9725,30.175,428.25,793.25,0.004929290022421,1
26160,1,21.89,30.245,433,787.5,0.004915805530784,1
26100,1,21.9266666666667,30.3566666666667,433,789,0.004945242496118,1
26040,1,21.945,30.1725,428.25,782.75,0.004920549504029,1
25981,1,21.9175,30.34,428.25,783.5,0.004939719444513,1
25921,1,21.9266666666667,30.29,426.666666666667,791,0.004934296031055,1
25860,1,21.9175,30.2925,428.25,786,0.004931924548652,1
25800,1,21.9175,30.27,433,786.5,0.004928232297212,1
25740,1,21.9266666666667,30.1966666666667,433,786.333333333333,0.004918971622132,1
25680,1,21.89,30.34,428.25,786.333333333333,0.004931368566924,1
25620,1,21.945,30.34,433,787.666666666667,0.004948082807072,1
25561,1,21.945,30.39,433,786.5,0.004956302172219,1
25501,1,21.89,30.365,433,791.75,0.004935464231178,1
25440,1,21.89,30.39,433,788,0.004939559948944,1
25380,1,21.9175,30.4725,433,797.75,0.004961464125902,1
25320,1,21.9175,30.39,433,801.75,0.00494792480746,1
25260,1,21.945,30.5,433,803.5,0.004974385534172,1
25201,1,21.89,30.4725,433,811,0.004953076197264,1
25141,1,21.89,30.4266666666667,433,803.666666666667,0.00494556709847,1
25080,1,21.9725,30.5,433,801.5,0.004982806275662,1
25020,1,21.945,30.5,433,804,0.004974385534172,1
24960,1,21.9725,30.4175,433,807,0.004969220515357,1
24900,1,21.945,30.3675,433,801.75,0.004952603431233,1
24840,1,21.9725,30.4725,433,796.25,0.004978277623474,1
24781,1,21.9266666666667,30.5333333333333,433,807,0.004974252477313,1
24720,1,21.9725,30.55,433,823.75,0.004991040356339,1
24660,1,21.89,30.4633333333333,433,818,0.004951574363115,1
24600,1,21.956,30.458,433,807.5,0.004970842931738,1
24541,1,21.9175,30.5,433,814,0.004965977362001,1
24480,1,21.9633333333333,30.39,433,804.25,0.004961894037972,1
24421,1,21.945,30.445,433,805,0.004965343722802,1
24361,1,21.945,30.3975,433,805.75,0.004957535095579,1
24300,1,21.945,30.3425,433,799.25,0.004948493770211,1
24240,1,22,30.445,433,797,0.004982166912743,1
24180,1,21.9725,30.4175,433,798.25,0.004969220515357,1
24120,1,22,30.2,433,784.5,0.004941755392357,1
24060,1,21.9266666666667,30.3266666666667,423.666666666667,780.666666666667,0.004940316539536,1
24001,1,21.9725,30.365,433,782.75,0.004960575338069,1
23940,1,21.89,30.39,426,787,0.004939559948944,1
23880,1,21.89,30.245,426,790.5,0.004915805530784,1
23820,1,21.89,30.3175,429.5,782.25,0.004927682514849,1
23761,1,21.89,30.1966666666667,423.666666666667,778,0.004907887791411,1
23700,1,21.89,30.2475,422.5,778,0.004916215074467,1
23641,1,21.89,30.1333333333333,428.333333333333,773.333333333333,0.004897513125302,1
23581,1,21.89,30.175,419,766.25,0.004904338524889,1
23520,1,21.89,30.125,419,756.25,0.00489614806322,1
23460,1,21.89,30.175,419,751.333333333333,0.004904338524889,1
23400,1,21.89,30.0333333333333,419,746.5,0.004881132772659,1
23340,1,21.89,29.8675,419,740.5,0.0048539705746,1
23281,1,21.84,29.84,419,735,0.004834568619935,1
23221,1,21.89,29.89,419,719,0.004857655759937,1
23160,1,21.815,29.84,419,718,0.00482713483513,1
23100,1,21.8233333333333,29.8566666666667,419,716,0.004832330102527,1
23040,1,21.84,29.84,419,712.25,0.004834568619935,1
22980,1,21.815,29.815,419,708.5,0.004823059294754,1
22920,1,21.84,29.795,419,702,0.004827221301081,1
22861,1,21.8233333333333,29.8233333333333,419,702,0.004826893203644,1
22801,1,21.815,29.7475,419,695.75,0.004812055600457,1
22740,1,21.79,29.73,419,686.666666666667,0.004801806951728,1
22680,1,21.815,29.55,419,679.75,0.004779861824817,1
22620,1,21.79,29.5,419,674,0.004764374218343,1
22560,1,21.79,29.3675,419,669.25,0.004742811738566,1
22501,1,21.79,29.745,419,667.5,0.00480424837226,1
22441,1,21.815,29.6725,419,679,0.004799829726559,1
22380,1,21.79,29.6,419,678,0.004780648770436,1
22320,1,21.84,29.55,419,674,0.004787222253222,1
22260,1,21.79,29.4725,419,666.5,0.004759898864681,1
22200,1,21.79,29.34,419,665.666666666667,0.004738336692828,1
22140,1,21.89,29.29,419,648.666666666667,0.004759398976882,1
22081,1,21.84,29.315,419,643.25,0.00474886061581,1
22020,1,21.89,29.29,419,635,0.004759398976882,1
21960,1,21.865,29.29,419,636.25,0.004752084459454,1
21900,1,21.89,29.34,419,636.25,0.004767585865636,1
21841,1,21.89,29.29,419,639,0.004759398976882,1
21780,1,21.8566666666667,29.4333333333333,419,640.333333333333,0.004773069698468,1
21721,1,21.89,29.2675,419,639.75,0.004755714946719,1
21661,1,21.89,29.245,419,638.5,0.004752030959864,1
21600,1,21.89,29.42,415.5,643.5,0.004780685332519,1
21540,1,21.89,29.7725,415,648,0.004838411380853,1
21480,1,21.89,29.7475,419,656.75,0.004834316984557,1
21420,1,21.89,29.4566666666667,419,655.666666666667,0.004786689437838,1
21360,1,21.89,29.2675,419,646.75,0.004755714946719,1
21301,1,21.89,29.29,419,643,0.004759398976882,1
21240,1,21.89,29.23,419,639,0.004749574992688,1
21180,1,21.89,29.2,419,633.5,0.004744663116078,1
21120,1,21.865,29.125,419,631,0.004725111075486,1
21061,1,21.89,29.125,419,626,0.004732383761374,1
21000,1,21.815,28.9725,419,614.75,0.004685744564494,1
20941,1,21.79,28.89,419,606,0.004665117749346,1
20881,1,21.8233333333333,28.8566666666667,419,603,0.00466926415277,1
20820,1,21.79,28.79,419,600.75,0.004648849196219,1
20760,1,21.79,28.695,419,601,0.004633394853114,1
20700,1,21.79,28.6333333333333,419,601.666666666667,0.004623363494528,1
20640,1,21.79,28.7225,419,597.25,0.004637868400358,1
20581,1,21.79,28.6475,419,596.5,0.004625667967408,1
20521,1,21.79,28.5333333333333,419,596.666666666667,0.004607097109225,1
20460,1,21.79,28.525,419,595.25,0.004605741615236,1
20400,1,21.79,28.42,419,588.5,0.004588662893439,1
20340,1,21.79,28.55,419,585,0.004609808114795,1
20280,1,21.7675,28.5,419,585.75,0.004595306541947,1
20220,1,21.7,28.445,412,584.5,0.004567351104679,1
20161,1,21.7,28.5,279.333333333333,585,0.004576247307841,1
20101,1,21.7,28.5666666666667,0,582,0.004587030923092,0
20040,1,21.7,28.76,0,578,0.00461830550645,0
19980,1,21.7,28.79,0,584,0.004623158738852,0
19920,1,21.7,28.79,0,586.5,0.004623158738852,0
19860,1,21.7,28.84,0,587.5,0.004631247626585,0
19801,1,21.7,28.86,0,586,0.004634483240153,0
19741,1,21.7,28.86,0,592.333333333333,0.004634483240153,0
19680,1,21.7,28.79,0,590,0.004623158738852,0
19620,1,21.6,28.895,0,590,0.004611642613209,0
19560,1,21.6333333333333,28.79,0,590.5,0.004604209637337,0
19500,1,21.6,28.73,0,593.5,0.004585114486844,0
19440,1,21.6,28.79,0,595,0.004594760818357,0
19381,1,21.6,28.79,0,594.666666666667,0.004594760818357,0
19320,1,21.55,28.79,0,593,0.004580619678991,0
19260,1,21.6,28.79,0,582.5,0.004594760818357,0
19200,1,21.6,28.79,0,579.5,0.004594760818357,0
19141,1,21.6,28.79,0,588,0.004594760818357,0
19080,1,21.5,28.84,0,596.5,0.004574506027305,0
19021,1,21.5,28.8233333333333,0,622.333333333333,0.004571842984252,0
18961,1,21.5,28.79,0,606,0.004566516966057,0
18900,1,21.5,29.6,0,605,0.004695964846337,0
18840,1,21.5,28.995,0,642.5,0.004599273411927,0
18780,1,21.39,29.015,0,604.25,0.004571333211778,0
18720,1,21.39,29.445,0,596,0.004639585340473,0
18660,1,21.39,29.2,0,612,0.004600695677338,0
18601,1,21.39,29.1,0,720.5,0.004584823732606,0
18540,1,21.3233333333333,29.33,0,1760,0.004602343739742,0
18480,1,21.29,29,0,1665,0.004540823273657,0
18420,1,21.29,29.03,0,1255.66666666667,0.004545555005509,0
18361,1,21.29,29.2,0,724,0.004572369502707,0
18300,1,21.29,29.1,0,619,0.004556595991105,0
18241,1,21.29,29.9,0,562.5,0.004682806325267,0
18181,1,21.29,29.9266666666667,0,582,0.004687014212098,0
18120,1,21.29,29.8,0,616,0.004667027252909,0
18060,1,21.245,29.55,0,648.5,0.004614732131216,0
18000,1,21.2,29.5,0,673,0.004594068564626,0
17940,1,21.2,30.1,0,608,0.00468821152432,0
17881,1,21.2,29.6,0,752,0.004609757093632,0
17821,1,21.2,30.45,0,621.5,0.004743141316025,0
17760,1,21.2,30,0,589.333333333333,0.004672519066565,0
17700,1,21.2,29.9,0,608.5,0.004656827394677,0
17640,1,21.2,29.945,0,620,0.004663888549779,0
17580,1,21.2,29.495,0,598.5,0.004593284158797,0
17520,1,21.2,29.64,0,640.5,0.004616032725208,0
17461,1,21.2,29.9633333333333,0,695,0.004666765362294,0
17401,1,21.2,29.89,0,670,0.004655258270709,0
17340,1,21.2,29.79,0,619,0.004639567463208,0
17280,1,21.2,29.76,0,571.666666666667,0.00463486037418,0
17220,1,21.2,29.995,0,533.5,0.004671734464306,0
17160,1,21.1666666666667,29.9966666666667,0,618.666666666667,0.004662375047303,0
17101,1,21.2,30.2,0,516,0.004703904768002,0
17041,1,21.15,31.05,0,515,0.004822389819862,0
16980,1,21.15,29.8,0,513.5,0.004626807628373,0
16920,1,21.15,29.645,0,520,0.004602563941844,0
16860,1,21.1,29.65,0,527.5,0.004589129151555,0
16800,1,21.1,29.45,0,526,0.004557946974282,0
16740,1,21.1,29.6633333333333,0,526.333333333333,0.004591208073728,0
16681,1,21.1,29.795,0,528,0.004611738170938,0
16620,1,21.1,29.89,0,524,0.004626551861429,0
16560,1,21.1,29.695,0,524.5,0.004596145569176,0
16500,1,21.1,29.8966666666667,0,521.333333333333,0.004627591444957,0
16441,1,21.1,29.995,0,524,0.004642925702673,0
16380,1,21.1,29.945,0,522.5,0.004635128528695,0
16321,1,21.1,29.79,0,526,0.00461095852242,0
16261,1,21.05,29.75,0,520,0.004590494842354,0
16200,1,21.1,30.29,0,526,0.004688932979105,0
16140,1,21.1,29.39,0,530,0.004548592926285,0
16080,1,21.1,29.6,0,529,0.004581333316267,0
16020,1,21.1,29.34,0,529,0.004540798099638,0
15960,1,21.1,29.745,0,527,0.004603941773055,0
15901,1,21.1,29.3933333333333,0,530,0.004549112588291,0
15840,1,21.1,30.05,0,526,0.004651502818168,0
15780,1,21.075,29.5,0,526,0.004558684782067,0
15720,1,21.1,29.5,0,526,0.004565742227638,0
15661,1,21.1,30.09,0,531.5,0.004657740867823,0
15600,1,21.1,30.1,0,534,0.004659300399642,0
15541,1,21,29.495,0,533,0.004536795506546,0
15481,1,21.1,29.445,0,521.333333333333,0.004557167459614,0
15420,1,21.1,29.645,0,523.5,0.004588349559296,0
15360,1,21.1,30.1,0,521,0.004659300399642,0
15300,1,21,29.945,0,522,0.004606525214431,0
15240,1,21.1,29.6,0,520,0.004581333316267,0
15181,1,21.025,30.1225,0,520.5,0.004641213087558,0
15121,1,21,30,0,520,0.004615048798731,0
15060,1,21,29.53,0,523.666666666667,0.00454221837168,0
15000,1,21,29.55,0,520,0.004545317193904,0
14940,1,21,29.195,0,524.5,0.00449031765579,0
14880,1,21,29.53,0,519.333333333333,0.00454221837168,0
14820,1,21,29.445,0,519,0.004529048719193,0
14761,1,21,30.1,0,520,0.00463054681884,0
14701,1,21,29.945,0,522.5,0.004606525214431,0
14640,1,21,29.8,0,527.5,0.00458405505821,0
14580,1,21,30.0666666666667,0,537,0.004625380726957,0
14520,1,21,29.7666666666667,0,542.333333333333,0.004578889732874,0
14460,1,21,29.5,0,548,0.004537570195818,0
14401,1,21,29.995,0,545.5,0.004614273917849,0
14341,1,21,29.9266666666667,0,549.666666666667,0.004603684071194,0
14280,1,21,29.495,0,562,0.004536795506546,0
14220,1,21,29.5,0,583,0.004537570195818,0
14160,1,21,29.4475,0,552,0.00452943605401,0
14100,1,21,29.6966666666667,0,540,0.004568042826866,0
14040,1,21,29.445,0,527.333333333333,0.004529048719193,0
13981,1,21,29.4,0,523.333333333333,0.004522076774364,0
13920,1,21,29.495,0,517,0.004536795506546,0
13860,1,21,30.06,0,517.333333333333,0.004624347518802,0
13800,1,21,30,0,513,0.004615048798731,0
13741,1,21,29.995,0,511,0.004614273917849,0
13680,1,21,29.56,0,513,0.004546866616511,0
13621,1,21,29.35,0,513,0.004514330350982,0
13561,1,21,29.9,0,512.333333333333,0.004599551545206,0
13500,1,21,29.8,0,510.5,0.00458405505821,0
13440,1,20.9266666666667,29.5933333333333,0,512,0.004531403567169,0
13380,1,20.945,29.445,0,509,0.004513648794666,0
13320,1,20.945,29.6,0,502.5,0.004537582208231,0
